describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,3.5592261433601378,0.17735205352783204,3.2578708648681642,0.2119
std,NaN,0.0,0.0,0.0,0.0
min,500.0,3.5592261433601378,0.17735205352783204,3.2578708648681642,0.2119
25%,500.0,3.5592261433601378,0.17735205352783204,3.2578708648681642,0.2119
50%,500.0,3.5592261433601378,0.17735205352783204,3.2578708648681642,0.2119
75%,500.0,3.5592261433601378,0.17735205352783204,3.2578708648681642,0.2119
max,500.0,3.5592261433601378,0.17735205352783204,3.2578708648681642,0.2119
