step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.300435423851013,0.12890625,2.3317222595214844,0.09375,1745744309.1823976,2025/04/27 17:58:29,5.183446168899536,5.2s,0.00003306868165964261
2,0.0,2,2.301430821418762,0.125,2.3137216567993164,0.0859375,1745744309.944821,2025/04/27 17:58:29,5.945869445800781,5.9s,0.0000357008320861496
3,0.0,3,2.301240563392639,0.13671875,2.3058440685272217,0.0859375,1745744310.741322,2025/04/27 17:58:30,6.74237060546875,6.7s,0.00003126906813122332
4,0.0,4,2.299933910369873,0.12890625,2.3030660152435303,0.0703125,1745744311.4917154,2025/04/27 17:58:31,7.492763996124268,7.5s,0.000033136057027149945
5,0.0,5,2.29959774017334,0.1484375,2.301644802093506,0.0703125,1745744312.2401943,2025/04/27 17:58:32,8.2412428855896,8.2s,0.00003399697379791178
6,0.0,6,2.299723267555237,0.1328125,2.301102638244629,0.0859375,1745744312.9974835,2025/04/27 17:58:32,8.998532056808472,9.0s,0.000035899658541893587
7,0.0,7,2.296889305114746,0.14453125,2.300302505493164,0.0859375,1745744313.7463143,2025/04/27 17:58:33,9.747362852096558,9.7s,0.00003441754597588442
8,0.0,8,2.2975164651870728,0.1484375,2.2995753288269043,0.0859375,1745744314.5033095,2025/04/27 17:58:34,10.504358053207397,10.5s,0.000033628122764639556
9,0.0,9,2.2975611686706543,0.13671875,2.2991132736206055,0.0859375,1745744315.2521112,2025/04/27 17:58:35,11.253159761428833,11.3s,0.000033000545954564586
10,0.0,10,2.2957992553710938,0.1484375,2.2987842559814453,0.078125,1745744316.0063505,2025/04/27 17:58:36,12.007399082183838,12.0s,0.000033853710192488506
